VNUM	LOCALE_NAME
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Couteau du dragon+0
1101	Couteau du dragon+1
1102	Couteau du dragon+2
1103	Couteau du dragon+3
1104	Couteau du dragon+4
1105	Couteau du dragon+5
1106	Couteau du dragon+6
1107	Couteau du dragon+7
1108	Couteau du dragon+8
1109	Couteau du dragon+9
1110	Couteau d\'éclairs+0
1111	Couteau d\'éclairs+1
1112	Couteau d\'éclairs+2
1113	Couteau d\'éclairs+3
1114	Couteau d\'éclairs+4
1115	Couteau d\'éclairs+5
1116	Couteau d\'éclairs+6
1117	Couteau d\'éclairs+7
1118	Couteau d\'éclairs+8
1119	Couteau d\'éclairs+9
1120	Couteau siamois+0
1121	Couteau siamois+1
1122	Couteau siamois+2
1123	Couteau siamois+3
1124	Couteau siamois+4
1125	Couteau siamois+5
1126	Couteau siamois+6
1127	Couteau siamois+7
1128	Couteau siamois+8
1129	Couteau siamois+9
1130	Chakram aile du diable+0
1131	Chakram aile du diable+1
1132	Chakram aile du diable+2
1133	Chakram aile du diable+3
1134	Chakram aile du diable+4
1135	Chakram aile du diable+5
1136	Chakram aile du diable+6
1137	Chakram aile du diable+7
1138	Chakram aile du diable+8
1139	Chakram aile du diable+9
1140	Cout. à dents de scie+0
1141	Cout. à dents de scie+1
1142	Cout. à dents de scie+2
1143	Cout. à dents de scie+3
1144	Cout. à dents de scie+4
1145	Cout. à dents de scie+5
1146	Cout. à dents de scie+6
1147	Cout. à dents de scie+7
1148	Cout. à dents de scie+8
1149	Cout. à dents de scie+9
1150	Cout. Lumière du sol.+0
1151	Cout. Lumière du sol.+1
1152	Cout. Lumière du sol.+2
1153	Cout. Lumière du sol.+3
1154	Cout. Lumière du sol.+4
1155	Cout. Lumière du sol.+5
1156	Cout. Lumière du sol.+6
1157	Cout. Lumière du sol.+7
1158	Cout. Lumière du sol.+8
1159	Cout. Lumière du sol.+9
1160	Couteau ruisselant+0
1161	Couteau ruisselant+1
1162	Couteau ruisselant+2
1163	Couteau ruisselant+3
1164	Couteau ruisselant+4
1165	Couteau ruisselant+5
1166	Couteau ruisselant+6
1167	Couteau ruisselant+7
1168	Couteau ruisselant+8
1169	Couteau ruisselant+9
1170	Dague de feuille noire+0
1171	Dague de feuille noire+1
1172	Dague de feuille noire+2
1173	Dague de feuille noire+3
1174	Dague de feuille noire+4
1175	Dague de feuille noire+5
1176	Dague de feuille noire+6
1177	Dague de feuille noire+7
1178	Dague de feuille noire+8
1179	Dague de feuille noire+9
1340	Lame des cinq éléments+0
1341	Lame des cinq éléments+1
1342	Lame des cinq éléments+2
1343	Lame des cinq éléments+3
1344	Lame des cinq éléments+4
1345	Lame des cinq éléments+5
1346	Lame des cinq éléments+6
1347	Lame des cinq éléments+7
1348	Lame des cinq éléments+8
1349	Lame des cinq éléments+9
2000	Arc court+0
2001	Arc court+1
2002	Arc court+2
2003	Arc court+3
2004	Arc court+4
2005	Arc court+5
2006	Arc court+6
2007	Arc court+7
2008	Arc court+8
2009	Arc court+9
2010	Arc long+0
2011	Arc long+1
2012	Arc long+2
2013	Arc long+3
2014	Arc long+4
2015	Arc long+5
2016	Arc long+6
2017	Arc long+7
2018	Arc long+8
2019	Arc long+9
2020	Arc composite+0
2021	Arc composite+1
2022	Arc composite+2
2023	Arc composite+3
2024	Arc composite+4
2025	Arc composite+5
2026	Arc composite+6
2027	Arc composite+7
2028	Arc composite+8
2029	Arc composite+9
2030	Arc de bataille+0
2031	Arc de bataille+1
2032	Arc de bataille+2
2033	Arc de bataille+3
2034	Arc de bataille+4
2035	Arc de bataille+5
2036	Arc de bataille+6
2037	Arc de bataille+7
2038	Arc de bataille+8
2039	Arc de bataille+9
2040	Arc long de cavalerie+0
2041	Arc long de cavalerie+1
2042	Arc long de cavalerie+2
2043	Arc long de cavalerie+3
2044	Arc long de cavalerie+4
2045	Arc long de cavalerie+5
2046	Arc long de cavalerie+6
2047	Arc long de cavalerie+7
2048	Arc long de cavalerie+8
2049	Arc long de cavalerie+9
2050	Arc de bat. cavalerie+0
2051	Arc de bat. cavalerie+1
2052	Arc de bat. cavalerie+2
2053	Arc de bat. cavalerie+3
2054	Arc de bat. cavalerie+4
2055	Arc de bat. cavalerie+5
2056	Arc de bat. cavalerie+6
2057	Arc de bat. cavalerie+7
2058	Arc de bat. cavalerie+8
2059	Arc de bat. cavalerie+9
2060	Arc cuivré+0
2061	Arc cuivré+1
2062	Arc cuivré+2
2063	Arc cuivré+3
2064	Arc cuivré+4
2065	Arc cuivré+5
2066	Arc cuivré+6
2067	Arc cuivré+7
2068	Arc cuivré+8
2069	Arc cuivré+9
2070	Arc de ruine noire+0
2071	Arc de ruine noire+1
2072	Arc de ruine noire+2
2073	Arc de ruine noire+3
2074	Arc de ruine noire+4
2075	Arc de ruine noire+5
2076	Arc de ruine noire+6
2077	Arc de ruine noire+7
2078	Arc de ruine noire+8
2079	Arc de ruine noire+9
2080	Arc d\'oeil rouge+0
2081	Arc d\'oeil rouge+1
2082	Arc d\'oeil rouge+2
2083	Arc d\'oeil rouge+3
2084	Arc d\'oeil rouge+4
2085	Arc d\'oeil rouge+5
2086	Arc d\'oeil rouge+6
2087	Arc d\'oeil rouge+7
2088	Arc d\'oeil rouge+8
2089	Arc d\'oeil rouge+9
2090	Arc de feuilles épin.+0
2091	Arc de feuilles épin.+1
2092	Arc de feuilles épin.+2
2093	Arc de feuilles épin.+3
2094	Arc de feuilles épin.+4
2095	Arc de feuilles épin.+5
2096	Arc de feuilles épin.+6
2097	Arc de feuilles épin.+7
2098	Arc de feuilles épin.+8
2099	Arc de feuilles épin.+9
2100	Arc cornes de taureau+0
2101	Arc cornes de taureau+1
2102	Arc cornes de taureau+2
2103	Arc cornes de taureau+3
2104	Arc cornes de taureau+4
2105	Arc cornes de taureau+5
2106	Arc cornes de taureau+6
2107	Arc cornes de taureau+7
2108	Arc cornes de taureau+8
2109	Arc cornes de taureau+9
2110	Arc de licorne+0
2111	Arc de licorne+1
2112	Arc de licorne+2
2113	Arc de licorne+3
2114	Arc de licorne+4
2115	Arc de licorne+5
2116	Arc de licorne+6
2117	Arc de licorne+7
2118	Arc de licorne+8
2119	Arc de licorne+9
2120	Arc d\'aile géante+0
2121	Arc d\'aile géante+1
2122	Arc d\'aile géante+2
2123	Arc d\'aile géante+3
2124	Arc d\'aile géante+4
2125	Arc d\'aile géante+5
2126	Arc d\'aile géante+6
2127	Arc d\'aile géante+7
2128	Arc d\'aile géante+8
2129	Arc d\'aile géante+9
2130	Arc d\'abricot divin+0
2131	Arc d\'abricot divin+1
2132	Arc d\'abricot divin+2
2133	Arc d\'abricot divin+3
2134	Arc d\'abricot divin+4
2135	Arc d\'abricot divin+5
2136	Arc d\'abricot divin+6
2137	Arc d\'abricot divin+7
2138	Arc d\'abricot divin+8
2139	Arc d\'abricot divin+9
2140	Arc géant drag. jaune+0
2141	Arc géant drag. jaune+1
2142	Arc géant drag. jaune+2
2143	Arc géant drag. jaune+3
2144	Arc géant drag. jaune+4
2145	Arc géant drag. jaune+5
2146	Arc géant drag. jaune+6
2147	Arc géant drag. jaune+7
2148	Arc géant drag. jaune+8
2149	Arc géant drag. jaune+9
2150	Arc à cornes+0
2151	Arc à cornes+1
2152	Arc à cornes+2
2153	Arc à cornes+3
2154	Arc à cornes+4
2155	Arc à cornes+5
2156	Arc à cornes+6
2157	Arc à cornes+7
2158	Arc à cornes+8
2159	Arc à cornes+9
2160	Arc diabolique géant+0
2161	Arc diabolique géant+1
2162	Arc diabolique géant+2
2163	Arc diabolique géant+3
2164	Arc diabolique géant+4
2165	Arc diabolique géant+5
2166	Arc diabolique géant+6
2167	Arc diabolique géant+7
2168	Arc diabolique géant+8
2169	Arc diabolique géant+9
2170	Arc de corbeau d\'acier+0
2171	Arc de corbeau d\'acier+1
2172	Arc de corbeau d\'acier+2
2173	Arc de corbeau d\'acier+3
2174	Arc de corbeau d\'acier+4
2175	Arc de corbeau d\'acier+5
2176	Arc de corbeau d\'acier+6
2177	Arc de corbeau d\'acier+7
2178	Arc de corbeau d\'acier+8
2179	Arc de corbeau d\'acier+9
2180	Arc du dragon bleu+0
2181	Arc du dragon bleu+1
2182	Arc du dragon bleu+2
2183	Arc du dragon bleu+3
2184	Arc du dragon bleu+4
2185	Arc du dragon bleu+5
2186	Arc du dragon bleu+6
2187	Arc du dragon bleu+7
2188	Arc du dragon bleu+8
2189	Arc du dragon bleu+9
2190	Arbalète fantôme+0
2191	Arbalète fantôme+1
2192	Arbalète fantôme+2
2193	Arbalète fantôme+3
2194	Arbalète fantôme+4
2195	Arbalète fantôme+5
2196	Arbalète fantôme+6
2197	Arbalète fantôme+7
2198	Arbalète fantôme+8
2199	Arbalète fantôme+9
2370	Arc du phénix +0
2371	Arc du phénix +1
2372	Arc du phénix +2
2373	Arc du phénix +3
2374	Arc du phénix +4
2375	Arc du phénix +5
2376	Arc du phénix +6
2377	Arc du phénix +7
2378	Arc du phénix +8
2379	Arc du phénix +9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Lance+0
3011	Lance+1
3012	Lance+2
3013	Lance+3
3014	Lance+4
3015	Lance+5
3016	Lance+6
3017	Lance+7
3018	Lance+8
3019	Lance+9
3020	Lame guillotine+0
3021	Lame guillotine+1
3022	Lame guillotine+2
3023	Lame guillotine+3
3024	Lame guillotine+4
3025	Lame guillotine+5
3026	Lame guillotine+6
3027	Lame guillotine+7
3028	Lame guillotine+8
3029	Lame guillotine+9
3030	Lance araignée+0
3031	Lance araignée+1
3032	Lance araignée+2
3033	Lance araignée+3
3034	Lance araignée+4
3035	Lance araignée+5
3036	Lance araignée+6
3037	Lance araignée+7
3038	Lance araignée+8
3039	Lance araignée+9
3040	Gisarme+0
3041	Gisarme+1
3042	Gisarme+2
3043	Gisarme+3
3044	Gisarme+4
3045	Gisarme+5
3046	Gisarme+6
3047	Gisarme+7
3048	Gisarme+8
3049	Gisarme+9
3050	Faux de guerre+0
3051	Faux de guerre+1
3052	Faux de guerre+2
3053	Faux de guerre+3
3054	Faux de guerre+4
3055	Faux de guerre+5
3056	Faux de guerre+6
3057	Faux de guerre+7
3058	Faux de guerre+8
3059	Faux de guerre+9
3060	Fourche Militaire+0
3061	Fourche Militaire+1
3062	Fourche Militaire+2
3063	Fourche Militaire+3
3064	Fourche Militaire+4
3065	Fourche Militaire+5
3066	Fourche Militaire+6
3067	Fourche Militaire+7
3068	Fourche Militaire+8
3069	Fourche Militaire+9
3070	Hallebarde+0
3071	Hallebarde+1
3072	Hallebarde+2
3073	Hallebarde+3
3074	Hallebarde+4
3075	Hallebarde+5
3076	Hallebarde+6
3077	Hallebarde+7
3078	Hallebarde+8
3079	Hallebarde+9
3080	Grand hache+0
3081	Grand hache+1
3082	Grand hache+2
3083	Grand hache+3
3084	Grand hache+4
3085	Grand hache+5
3086	Grand hache+6
3087	Grand hache+7
3088	Grand hache+8
3089	Grand hache+9
3090	Pique de glace+0
3091	Pique de glace+1
3092	Pique de glace+2
3093	Pique de glace+3
3094	Pique de glace+4
3095	Pique de glace+5
3096	Pique de glace+6
3097	Pique de glace+7
3098	Pique de glace+8
3099	Pique de glace+9
3100	Epée des douze Esprits+0
3101	Epée des douze Esprits+1
3102	Epée des douze Esprits+2
3103	Epée des douze Esprits+3
3104	Epée des douze Esprits+4
3105	Epée des douze Esprits+5
3106	Epée des douze Esprits+6
3107	Epée des douze Esprits+7
3108	Epée des douze Esprits+8
3109	Epée des douze Esprits+9
3110	Lame du salut+0
3111	Lame du salut+1
3112	Lame du salut+2
3113	Lame du salut+3
3114	Lame du salut+4
3115	Lame du salut+5
3116	Lame du salut+6
3117	Lame du salut+7
3118	Lame du salut+8
3119	Lame du salut+9
3120	Tueuse de lion+0
3121	Tueuse de lion+1
3122	Tueuse de lion+2
3123	Tueuse de lion+3
3124	Tueuse de lion+4
3125	Tueuse de lion+5
3126	Tueuse de lion+6
3127	Tueuse de lion+7
3128	Tueuse de lion+8
3129	Tueuse de lion+9
3130	Partisan+0
3131	Partisan+1
3132	Partisan+2
3133	Partisan+3
3134	Partisan+4
3135	Partisan+5
3136	Partisan+6
3137	Partisan+7
3138	Partisan+8
3139	Partisan+9
3140	Lame électromagnétique+0
3141	Lame électromagnétique+1
3142	Lame électromagnétique+2
3143	Lame électromagnétique+3
3144	Lame électromagnétique+4
3145	Lame électromagnétique+5
3146	Lame électromagnétique+6
3147	Lame électromagnétique+7
3148	Lame électromagnétique+8
3149	Lame électromagnétique+9
3150	Lame voleuse d\'âme+0
3151	Lame voleuse d\'âme+1
3152	Lame voleuse d\'âme+2
3153	Lame voleuse d\'âme+3
3154	Lame voleuse d\'âme+4
3155	Lame voleuse d\'âme+5
3156	Lame voleuse d\'âme+6
3157	Lame voleuse d\'âme+7
3158	Lame voleuse d\'âme+8
3159	Lame voleuse d\'âme+9
3160	Epée de rancune+0
3161	Epée de rancune+1
3162	Epée de rancune+2
3163	Epée de rancune+3
3164	Epée de rancune+4
3165	Epée de rancune+5
3166	Epée de rancune+6
3167	Epée de rancune+7
3168	Epée de rancune+8
3169	Epée de rancune+9
3170	Tueuse de Dragon jaune+0
3171	Tueuse de Dragon jaune+1
3172	Tueuse de Dragon jaune+2
3173	Tueuse de Dragon jaune+3
3174	Tueuse de Dragon jaune+4
3175	Tueuse de Dragon jaune+5
3176	Tueuse de Dragon jaune+6
3177	Tueuse de Dragon jaune+7
3178	Tueuse de Dragon jaune+8
3179	Tueuse de Dragon jaune+9
3180	Tueuse de Dragon bleu+0
3181	Tueuse de Dragon bleu+1
3182	Tueuse de Dragon bleu+2
3183	Tueuse de Dragon bleu+3
3184	Tueuse de Dragon bleu+4
3185	Tueuse de Dragon bleu+5
3186	Tueuse de Dragon bleu+6
3187	Tueuse de Dragon bleu+7
3188	Tueuse de Dragon bleu+8
3189	Tueuse de Dragon bleu+9
3190	Lame solaire +0
3191	Lame solaire +1
3192	Lame solaire +2
3193	Lame solaire +3
3194	Lame solaire +4
3195	Lame solaire +5
3196	Lame solaire +6
3197	Lame solaire +7
3198	Lame solaire +8
3199	Lame solaire +9
3200	Lame du dieu dragon+0
3201	Lame du dieu dragon+1
3202	Lame du dieu dragon+2
3203	Lame du dieu dragon+3
3204	Lame du dieu dragon+4
3205	Lame du dieu dragon+5
3206	Lame du dieu dragon+6
3207	Lame du dieu dragon+7
3208	Lame du dieu dragon+8
3209	Lame du dieu dragon+9
3210	Lame de fer rouge+0
3211	Lame de fer rouge+1
3212	Lame de fer rouge+2
3213	Lame de fer rouge+3
3214	Lame de fer rouge+4
3215	Lame de fer rouge+5
3216	Lame de fer rouge+6
3217	Lame de fer rouge+7
3218	Lame de fer rouge+8
3219	Lame de fer rouge+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Neuf Lames+0
4011	Neuf Lames+1
4012	Neuf Lames+2
4013	Neuf Lames+3
4014	Neuf Lames+4
4015	Neuf Lames+5
4016	Neuf Lames+6
4017	Neuf Lames+7
4018	Neuf Lames+8
4019	Neuf Lames+9
4020	Couteau court+0
4021	Couteau court+1
4022	Couteau court+2
4023	Couteau court+3
4024	Couteau court+4
4025	Couteau court+5
4026	Couteau court+6
4027	Couteau court+7
4028	Couteau court+8
4029	Couteau court+9
4030	Poig. Jumeau Lunaire+0
4031	Poig. Jumeau Lunaire+1
4032	Poig. Jumeau Lunaire+2
4033	Poig. Jumeau Lunaire+3
4034	Poig. Jumeau Lunaire+4
4035	Poig. Jumeau Lunaire+5
4036	Poig. Jumeau Lunaire+6
4037	Poig. Jumeau Lunaire+7
4038	Poig. Jumeau Lunaire+8
4039	Poig. Jumeau Lunaire+9
4040	Couteau sans âme+0
4041	Couteau sans âme+1
4042	Couteau sans âme+2
4043	Couteau sans âme+3
4044	Couteau sans âme+4
4045	Couteau sans âme+5
4046	Couteau sans âme+6
4047	Couteau sans âme+7
4048	Couteau sans âme+8
4049	Couteau sans âme+9
5000	Gong de cuivre+0
5001	Gong de cuivre+1
5002	Gong de cuivre+2
5003	Gong de cuivre+3
5004	Gong de cuivre+4
5005	Gong de cuivre+5
5006	Gong de cuivre+6
5007	Gong de cuivre+7
5008	Gong de cuivre+8
5009	Gong de cuivre+9
5010	Gong d\'argent+0
5011	Gong d\'argent+1
5012	Gong d\'argent+2
5013	Gong d\'argent+3
5014	Gong d\'argent+4
5015	Gong d\'argent+5
5016	Gong d\'argent+6
5017	Gong d\'argent+7
5018	Gong d\'argent+8
5019	Gong d\'argent+9
5020	Gong d\'or+0
5021	Gong d\'or+1
5022	Gong d\'or+2
5023	Gong d\'or+3
5024	Gong d\'or+4
5025	Gong d\'or+5
5026	Gong d\'or+6
5027	Gong d\'or+7
5028	Gong d\'or+8
5029	Gong d\'or+9
5030	Gong de jade+0
5031	Gong de jade+1
5032	Gong de jade+2
5033	Gong de jade+3
5034	Gong de jade+4
5035	Gong de jade+5
5036	Gong de jade+6
5037	Gong de jade+7
5038	Gong de jade+8
5039	Gong de jade+9
5040	Gong de fontaine+0
5041	Gong de fontaine+1
5042	Gong de fontaine+2
5043	Gong de fontaine+3
5044	Gong de fontaine+4
5045	Gong de fontaine+5
5046	Gong de fontaine+6
